campaign_platform,device,age,spends,impressions,clicks
Google Ads,Desktop,18-24,147.88,10,5
Google Ads,Desktop,25-34,178.42,39,9
Google Ads,Desktop,35-44,203.83,18,7
Google Ads,Desktop,45-54,44.71,9,4
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,171.14,32,6
Google Ads,Mobile,18-24,196.37,69,18
Google Ads,Mobile,25-34,371.47,141,31
Google Ads,Mobile,35-44,253.88,64,15
Google Ads,Mobile,45-54,110.99,9,5
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,0,3,0
Google Ads,Mobile,Undetermined,90.83,141,14
Google Ads,Tablet,25-34,0,4,0
Google Ads,Tablet,45-54,0,1,0
Google Ads,Desktop,25-34,53.59,2,1
Google Ads,Desktop,35-44,0,1,0
Google Ads,Desktop,Undetermined,59.58,2,1
Google Ads,Mobile,18-24,14.14,4,1
Google Ads,Mobile,25-34,38.48,5,2
Google Ads,Mobile,45-54,1.35,3,1
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,Undetermined,18.75,5,1
Google Ads,Tablet,55-64,0.44,2,1
Google Ads,Desktop,18-24,162.97,45,10
Google Ads,Desktop,25-34,634.04,143,28
Google Ads,Desktop,35-44,359.36,83,13
Google Ads,Desktop,45-54,188.18,22,7
Google Ads,Desktop,55-64,143.98,7,5
Google Ads,Desktop,65 or more,9.27,6,1
Google Ads,Desktop,Undetermined,587.8,107,19
Google Ads,Mobile,18-24,275.16,162,48
Google Ads,Mobile,25-34,722.07,293,65
Google Ads,Mobile,35-44,244.05,76,20
Google Ads,Mobile,45-54,11.55,20,5
Google Ads,Mobile,55-64,60.43,8,1
Google Ads,Mobile,65 or more,102.81,13,5
Google Ads,Mobile,Undetermined,372.72,199,30
Google Ads,Tablet,18-24,0,2,0
Google Ads,Tablet,25-34,48.7,2,3
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,145.15,12,5
Google Ads,Desktop,35-44,86.32,7,2
Google Ads,Desktop,45-54,14.93,2,1
Google Ads,Desktop,Undetermined,71.97,4,2
Google Ads,Mobile,18-24,25.27,5,3
Google Ads,Mobile,25-34,30.91,13,7
Google Ads,Mobile,35-44,68.63,5,3
Google Ads,Mobile,45-54,31.35,4,1
Google Ads,Mobile,Undetermined,0,3,0
Google Ads,Desktop,18-24,110.41,35,4
Google Ads,Desktop,25-34,756.75,157,31
Google Ads,Desktop,35-44,389.58,66,20
Google Ads,Desktop,45-54,54.88,14,3
Google Ads,Desktop,55-64,54.81,9,4
Google Ads,Desktop,65 or more,20.07,9,3
Google Ads,Desktop,Undetermined,407.09,118,23
Google Ads,Mobile,18-24,399.75,194,54
Google Ads,Mobile,25-34,890.7,267,72
Google Ads,Mobile,35-44,243.4,102,21
Google Ads,Mobile,45-54,65.57,24,6
Google Ads,Mobile,55-64,13.28,10,1
Google Ads,Mobile,65 or more,80.29,7,4
Google Ads,Mobile,Undetermined,325.63,221,25
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,25.54,1,1
Google Ads,Tablet,35-44,32.8,1,1
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Tablet,Undetermined,3.64,2,1
Google Ads,Desktop,18-24,42.09,2,2
Google Ads,Desktop,25-34,95.55,6,2
Google Ads,Desktop,35-44,65.97,10,3
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,Undetermined,0,2,0
Google Ads,Mobile,18-24,0,4,0
Google Ads,Mobile,25-34,99.65,13,7
Google Ads,Mobile,35-44,36.68,5,3
Google Ads,Mobile,Undetermined,22.63,9,3
Google Ads,Desktop,18-24,96.92,38,7
Google Ads,Desktop,25-34,549.99,128,26
Google Ads,Desktop,35-44,325.47,76,20
Google Ads,Desktop,45-54,98.24,27,4
Google Ads,Desktop,55-64,8.53,3,1
Google Ads,Desktop,65 or more,43.56,3,2
Google Ads,Desktop,Undetermined,613.81,123,26
Google Ads,Mobile,18-24,461.34,125,33
Google Ads,Mobile,25-34,872.95,253,63
Google Ads,Mobile,35-44,302.71,97,22
Google Ads,Mobile,45-54,70.41,37,9
Google Ads,Mobile,55-64,8.26,13,3
Google Ads,Mobile,65 or more,43.3,7,2
Google Ads,Mobile,Undetermined,247.06,214,24
Google Ads,Tablet,18-24,15.15,23,1
Google Ads,Tablet,25-34,36.99,13,1
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,0,4,0
Google Ads,Desktop,35-44,66.35,2,2
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,65.87,6,3
Google Ads,Mobile,18-24,8.89,5,1
Google Ads,Mobile,25-34,16.01,10,3
Google Ads,Mobile,45-54,7.99,1,1
Google Ads,Mobile,Undetermined,4.23,6,1
Google Ads,Desktop,18-24,295.21,38,14
Google Ads,Desktop,25-34,427.32,135,22
Google Ads,Desktop,35-44,336,87,17
Google Ads,Desktop,45-54,98.04,20,3
Google Ads,Desktop,55-64,87.99,11,3
Google Ads,Desktop,65 or more,0,4,0
Google Ads,Desktop,Undetermined,234.07,87,11
Google Ads,Mobile,18-24,314.97,172,50
Google Ads,Mobile,25-34,350.56,236,57
Google Ads,Mobile,35-44,185.99,88,17
Google Ads,Mobile,45-54,66.83,18,3
Google Ads,Mobile,55-64,1.8,10,1
Google Ads,Mobile,65 or more,60.13,16,6
Google Ads,Mobile,Undetermined,253.52,230,27
Google Ads,Tablet,18-24,61.56,9,1
Google Ads,Tablet,25-34,0,4,0
Google Ads,Tablet,35-44,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,4.98,5,2
Google Ads,Desktop,25-34,3.37,7,1
Google Ads,Desktop,35-44,3.37,2,1
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,65 or more,5,1,1
Google Ads,Desktop,Undetermined,0,5,0
Google Ads,Mobile,18-24,76.08,8,5
Google Ads,Mobile,25-34,2.43,13,2
Google Ads,Mobile,65 or more,0,3,0
Google Ads,Mobile,Undetermined,35.61,17,5
Google Ads,Desktop,18-24,108.33,32,8
Google Ads,Desktop,25-34,488.13,142,27
Google Ads,Desktop,35-44,88.38,53,6
Google Ads,Desktop,45-54,157.66,29,6
Google Ads,Desktop,55-64,14.69,9,2
Google Ads,Desktop,65 or more,1.58,8,2
Google Ads,Desktop,Undetermined,484.3,124,19
Google Ads,Mobile,18-24,204.35,168,41
Google Ads,Mobile,25-34,334.56,294,76
Google Ads,Mobile,35-44,98.88,97,14
Google Ads,Mobile,45-54,67.94,24,7
Google Ads,Mobile,55-64,0,10,0
Google Ads,Mobile,65 or more,44.02,14,2
Google Ads,Mobile,Undetermined,181.15,248,23
Google Ads,Tablet,18-24,0,7,0
Google Ads,Tablet,35-44,3.37,1,1
Google Ads,Tablet,Undetermined,124.85,6,3
Google Ads,Desktop,18-24,6.66,1,1
Google Ads,Desktop,25-34,6.06,6,2
Google Ads,Desktop,35-44,3.37,2,1
Google Ads,Desktop,45-54,3.38,4,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,9.81,14,3
Google Ads,Mobile,18-24,32.62,7,4
Google Ads,Mobile,25-34,15.3,10,6
Google Ads,Mobile,35-44,0,2,0
Google Ads,Mobile,Undetermined,12.91,5,2
Google Ads,Desktop,18-24,111.88,33,6
Google Ads,Desktop,25-34,214.97,52,10
Google Ads,Desktop,35-44,33.8,33,6
Google Ads,Desktop,45-54,13.89,18,4
Google Ads,Desktop,55-64,51.02,3,2
Google Ads,Desktop,65 or more,10.25,9,1
Google Ads,Desktop,Undetermined,181.4,81,10
Google Ads,Mobile,18-24,368.32,133,42
Google Ads,Mobile,25-34,334.56,223,47
Google Ads,Mobile,35-44,77.86,69,14
Google Ads,Mobile,45-54,0.29,15,1
Google Ads,Mobile,55-64,10.03,3,1
Google Ads,Mobile,65 or more,4.82,13,1
Google Ads,Mobile,Undetermined,172.73,174,24
Google Ads,Tablet,18-24,0.44,3,1
Google Ads,Tablet,25-34,0,2,0
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,8.66,4,2
Google Ads,Desktop,35-44,4.48,4,2
Google Ads,Desktop,45-54,0,3,0
Google Ads,Desktop,Undetermined,25.45,7,3
Google Ads,Mobile,18-24,38.86,2,2
Google Ads,Mobile,25-34,3.28,13,1
Google Ads,Mobile,35-44,0,2,0
Google Ads,Mobile,45-54,24.89,2,3
Google Ads,Mobile,55-64,19.93,4,3
Google Ads,Mobile,Undetermined,7.7,10,2
Google Ads,Desktop,18-24,14.5,9,2
Google Ads,Desktop,25-34,78.82,26,6
Google Ads,Desktop,35-44,56.2,11,1
Google Ads,Desktop,45-54,60.14,5,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,3,0
Google Ads,Desktop,Undetermined,11.7,30,7
Google Ads,Mobile,18-24,127.75,106,29
Google Ads,Mobile,25-34,334.35,130,22
Google Ads,Mobile,35-44,30.66,43,10
Google Ads,Mobile,45-54,0.58,18,2
Google Ads,Mobile,55-64,0,13,0
Google Ads,Mobile,65 or more,60.17,5,1
Google Ads,Mobile,Undetermined,220.09,149,14
Google Ads,Tablet,18-24,10.42,1,1
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Desktop,18-24,14.47,6,2
Google Ads,Desktop,25-34,0,2,0
Google Ads,Desktop,Undetermined,11.73,1,1
Google Ads,Mobile,18-24,25.03,3,3
Google Ads,Mobile,25-34,24.31,6,1
Google Ads,Mobile,35-44,0,3,0
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,Undetermined,70.99,9,2
Google Ads,Desktop,18-24,92.25,66,10
Google Ads,Desktop,25-34,694.33,180,41
Google Ads,Desktop,35-44,492.46,74,22
Google Ads,Desktop,45-54,265.54,42,14
Google Ads,Desktop,55-64,25.66,14,1
Google Ads,Desktop,65 or more,17.3,4,1
Google Ads,Desktop,Undetermined,490.3,153,28
Google Ads,Mobile,18-24,760.91,300,76
Google Ads,Mobile,25-34,1113.87,442,105
Google Ads,Mobile,35-44,427.13,173,46
Google Ads,Mobile,45-54,129.05,55,14
Google Ads,Mobile,55-64,29.58,13,2
Google Ads,Mobile,65 or more,51.56,27,5
Google Ads,Mobile,Undetermined,502.48,358,52
Google Ads,Tablet,18-24,0,2,0
Google Ads,Tablet,25-34,7.78,2,1
Google Ads,Tablet,35-44,20.5,2,1
Google Ads,Desktop,18-24,0,4,0
Google Ads,Desktop,25-34,103.7,14,7
Google Ads,Desktop,35-44,0,5,0
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,55-64,2.23,3,1
Google Ads,Desktop,65 or more,5.95,1,1
Google Ads,Desktop,Undetermined,2.53,4,1
Google Ads,Mobile,18-24,48.91,14,3
Google Ads,Mobile,25-34,33.88,22,6
Google Ads,Mobile,35-44,0,3,0
Google Ads,Mobile,45-54,1.35,4,1
Google Ads,Mobile,Undetermined,29.48,5,3
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,183.2,39,9
Google Ads,Desktop,25-34,1015.28,239,53
Google Ads,Desktop,35-44,744.2,142,35
Google Ads,Desktop,45-54,173.09,31,7
Google Ads,Desktop,55-64,246.69,19,6
Google Ads,Desktop,65 or more,192.13,16,7
Google Ads,Desktop,Undetermined,631.07,181,31
Google Ads,Mobile,18-24,1479.63,309,90
Google Ads,Mobile,25-34,1962.42,503,113
Google Ads,Mobile,35-44,697.42,153,40
Google Ads,Mobile,45-54,211.05,55,14
Google Ads,Mobile,55-64,52.75,14,4
Google Ads,Mobile,65 or more,35.38,18,2
Google Ads,Mobile,Undetermined,631.78,350,39
Google Ads,Tablet,25-34,42.11,2,1
Google Ads,Tablet,35-44,0,5,0
Google Ads,Tablet,55-64,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,75.86,16,3
Google Ads,Desktop,35-44,69.55,7,4
Google Ads,Desktop,45-54,6.3,2,1
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,62.94,12,3
Google Ads,Mobile,18-24,291.71,19,9
Google Ads,Mobile,25-34,158.31,32,12
Google Ads,Mobile,35-44,199.05,12,6
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,55-64,13.85,1,1
Google Ads,Mobile,Undetermined,73.86,16,5
Google Ads,Tablet,25-34,0,1,0
Google Ads,Desktop,18-24,212.71,55,12
Google Ads,Desktop,25-34,787.16,209,36
Google Ads,Desktop,35-44,621.72,110,22
Google Ads,Desktop,45-54,94.85,47,7
Google Ads,Desktop,55-64,166.53,14,5
Google Ads,Desktop,65 or more,0,5,0
Google Ads,Desktop,Undetermined,329.35,149,24
Google Ads,Mobile,18-24,763.51,293,58
Google Ads,Mobile,25-34,1303.6,466,133
Google Ads,Mobile,35-44,390.07,186,36
Google Ads,Mobile,45-54,120.66,42,14
Google Ads,Mobile,55-64,11.32,22,4
Google Ads,Mobile,65 or more,20.68,25,3
Google Ads,Mobile,Undetermined,413.62,383,47
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,22.35,5,2
Google Ads,Tablet,45-54,0,1,0
Google Ads,Desktop,18-24,44.91,7,4
Google Ads,Desktop,25-34,85.65,13,6
Google Ads,Desktop,35-44,80.78,4,2
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,9.78,1,1
Google Ads,Desktop,Undetermined,27.92,4,3
Google Ads,Mobile,18-24,55.65,14,5
Google Ads,Mobile,25-34,66.71,9,6
Google Ads,Mobile,35-44,1.34,8,1
Google Ads,Mobile,45-54,1.34,4,1
Google Ads,Mobile,Undetermined,1.22,6,1
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,143.22,46,11
Google Ads,Desktop,25-34,516,197,36
Google Ads,Desktop,35-44,252.07,110,23
Google Ads,Desktop,45-54,100.55,27,7
Google Ads,Desktop,55-64,22.64,14,2
Google Ads,Desktop,65 or more,3.78,8,2
Google Ads,Desktop,Undetermined,363.55,136,24
Google Ads,Mobile,18-24,517.36,291,64
Google Ads,Mobile,25-34,651.24,473,125
Google Ads,Mobile,35-44,171.06,168,40
Google Ads,Mobile,45-54,166.15,46,16
Google Ads,Mobile,55-64,0.58,9,2
Google Ads,Mobile,65 or more,13.27,26,9
Google Ads,Mobile,Undetermined,285.06,376,46
Google Ads,Tablet,35-44,0,1,0
Google Ads,Tablet,45-54,0,3,0
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Desktop,18-24,8.86,2,1
Google Ads,Desktop,25-34,0,4,0
Google Ads,Desktop,55-64,9.6,2,1
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,75.51,14,6
Google Ads,Mobile,25-34,73.98,14,8
Google Ads,Mobile,35-44,41.78,5,3
Google Ads,Mobile,Undetermined,12.86,7,4
Google Ads,Desktop,18-24,189.62,64,15
Google Ads,Desktop,25-34,470.22,242,42
Google Ads,Desktop,35-44,332.87,98,24
Google Ads,Desktop,45-54,181.64,41,6
Google Ads,Desktop,55-64,6.68,17,2
Google Ads,Desktop,65 or more,36.9,5,3
Google Ads,Desktop,Undetermined,227.8,137,16
Google Ads,Mobile,18-24,496.91,277,78
Google Ads,Mobile,25-34,1001.03,492,121
Google Ads,Mobile,35-44,244.71,130,37
Google Ads,Mobile,45-54,96.56,35,12
Google Ads,Mobile,55-64,30.57,17,4
Google Ads,Mobile,65 or more,67.82,27,6
Google Ads,Mobile,Undetermined,333.82,358,42
Google Ads,Tablet,18-24,3.36,3,1
Google Ads,Tablet,25-34,0,4,0
Google Ads,Tablet,55-64,7.63,2,1
Google Ads,Desktop,18-24,17.32,2,1
Google Ads,Desktop,25-34,80.05,16,6
Google Ads,Desktop,35-44,34.1,12,3
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,65 or more,3.36,3,1
Google Ads,Desktop,Undetermined,11.83,11,3
Google Ads,Mobile,18-24,92.19,13,7
Google Ads,Mobile,25-34,92.94,17,8
Google Ads,Mobile,35-44,13.38,4,4
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,Undetermined,16.04,9,2
Google Ads,Tablet,25-34,0,1,0
Google Ads,Desktop,18-24,89.96,27,5
Google Ads,Desktop,25-34,481.29,177,29
Google Ads,Desktop,35-44,318.96,80,20
Google Ads,Desktop,45-54,56.4,19,4
Google Ads,Desktop,55-64,69.54,16,4
Google Ads,Desktop,65 or more,0,7,0
Google Ads,Desktop,Undetermined,448.67,133,22
Google Ads,Mobile,18-24,681.6,300,77
Google Ads,Mobile,25-34,1097.34,432,106
Google Ads,Mobile,35-44,364.17,172,38
Google Ads,Mobile,45-54,71.71,38,13
Google Ads,Mobile,55-64,9.04,9,1
Google Ads,Mobile,65 or more,21.24,16,2
Google Ads,Mobile,Undetermined,406.77,308,51
Google Ads,Tablet,25-34,0.88,3,2
Google Ads,Tablet,45-54,0,2,0
Google Ads,Desktop,18-24,59.3,4,3
Google Ads,Desktop,25-34,68.31,10,2
Google Ads,Desktop,35-44,55.66,6,4
Google Ads,Desktop,Undetermined,9.19,3,1
Google Ads,Mobile,18-24,392.37,36,16
Google Ads,Mobile,25-34,33.6,11,4
Google Ads,Mobile,35-44,1.35,8,1
Google Ads,Mobile,45-54,3.51,1,1
Google Ads,Mobile,Undetermined,7.25,16,3
Google Ads,Desktop,18-24,282.09,40,13
Google Ads,Desktop,25-34,180.69,70,12
Google Ads,Desktop,35-44,159.7,28,8
Google Ads,Desktop,45-54,0,11,0
Google Ads,Desktop,55-64,38.22,4,1
Google Ads,Desktop,65 or more,28.78,6,1
Google Ads,Desktop,Undetermined,50.22,37,5
Google Ads,Mobile,18-24,577.95,163,41
Google Ads,Mobile,25-34,733.51,310,79
Google Ads,Mobile,35-44,370.86,100,24
Google Ads,Mobile,45-54,96.74,34,9
Google Ads,Mobile,55-64,30.73,14,3
Google Ads,Mobile,65 or more,69.75,13,2
Google Ads,Mobile,Undetermined,202.64,264,21
Google Ads,Tablet,18-24,0,4,0
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Tablet,Undetermined,0,4,0
Google Ads,Desktop,18-24,19.4,3,3
Google Ads,Desktop,25-34,14.68,7,1
Google Ads,Desktop,35-44,7.86,1,1
Google Ads,Desktop,Undetermined,0,2,0
Google Ads,Mobile,18-24,92.03,15,6
Google Ads,Mobile,25-34,10.76,1,1
Google Ads,Mobile,35-44,46.97,3,3
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,13.91,8,2
Google Ads,Desktop,18-24,208.86,76,15
Google Ads,Desktop,25-34,653.56,209,37
Google Ads,Desktop,35-44,369.26,86,17
Google Ads,Desktop,45-54,111.89,39,4
Google Ads,Desktop,55-64,56.73,10,2
Google Ads,Desktop,65 or more,23.53,13,1
Google Ads,Desktop,Undetermined,599.95,169,30
Google Ads,Mobile,18-24,702.98,302,69
Google Ads,Mobile,25-34,1040.37,470,129
Google Ads,Mobile,35-44,324.3,173,31
Google Ads,Mobile,45-54,39.65,65,8
Google Ads,Mobile,55-64,50.11,10,1
Google Ads,Mobile,65 or more,91.52,27,9
Google Ads,Mobile,Undetermined,228.91,328,41
Google Ads,Tablet,18-24,0,3,0
Google Ads,Tablet,25-34,14.59,2,1
Google Ads,Tablet,35-44,15.75,1,1
Google Ads,Tablet,45-54,0,2,0
Google Ads,Tablet,55-64,0.44,1,1
Google Ads,Tablet,Undetermined,15.12,3,1
Google Ads,Desktop,18-24,23.75,7,1
Google Ads,Desktop,25-34,3.31,9,1
Google Ads,Desktop,35-44,42.82,11,3
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,Undetermined,3.36,8,1
Google Ads,Mobile,18-24,77.66,16,6
Google Ads,Mobile,25-34,42.15,14,5
Google Ads,Mobile,35-44,15.68,5,2
Google Ads,Mobile,45-54,36.28,2,1
Google Ads,Mobile,Undetermined,4.64,7,2
Google Ads,Desktop,18-24,41.2,62,10
Google Ads,Desktop,25-34,549.05,242,37
Google Ads,Desktop,35-44,533.54,108,18
Google Ads,Desktop,45-54,154.85,28,5
Google Ads,Desktop,55-64,17.7,11,1
Google Ads,Desktop,65 or more,53.55,19,1
Google Ads,Desktop,Undetermined,463.56,154,22
Google Ads,Mobile,18-24,593.05,315,83
Google Ads,Mobile,25-34,768.42,411,103
Google Ads,Mobile,35-44,241.66,141,40
Google Ads,Mobile,45-54,77.98,46,12
Google Ads,Mobile,55-64,59.44,15,4
Google Ads,Mobile,65 or more,24.15,21,4
Google Ads,Mobile,Undetermined,324.93,312,44
Google Ads,Tablet,18-24,0,3,0
Google Ads,Tablet,25-34,0.43,2,1
Google Ads,Tablet,45-54,0,1,0
Google Ads,Tablet,55-64,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,37.82,5,4
Google Ads,Desktop,25-34,50.36,6,2
Google Ads,Desktop,35-44,80.35,8,6
Google Ads,Desktop,45-54,3.36,4,1
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,Undetermined,13.83,8,1
Google Ads,Mobile,18-24,65.22,18,8
Google Ads,Mobile,25-34,13.48,11,3
Google Ads,Mobile,35-44,9.08,3,2
Google Ads,Mobile,Undetermined,18.18,13,2
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,0,3,0
Google Ads,Desktop,35-44,0,1,0
Google Ads,Desktop,Undetermined,0,2,0
Google Ads,Mobile,18-24,0,1,0
Google Ads,Mobile,25-34,20.97,2,1
Google Ads,Mobile,35-44,0,1,0
Google Ads,Mobile,Undetermined,0,4,0
Google Ads,Desktop,25-34,0,1,0
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Desktop,18-24,146.35,37,4
Google Ads,Desktop,25-34,791.56,153,19
Google Ads,Desktop,35-44,273.19,39,6
Google Ads,Desktop,45-54,0,26,0
Google Ads,Desktop,55-64,0,10,0
Google Ads,Desktop,65 or more,72.52,6,2
Google Ads,Desktop,Undetermined,425.36,132,11
Google Ads,Mobile,18-24,1132.54,615,47
Google Ads,Mobile,25-34,2299.95,790,87
Google Ads,Mobile,35-44,844.46,337,39
Google Ads,Mobile,45-54,302.77,108,12
Google Ads,Mobile,55-64,17.72,31,1
Google Ads,Mobile,65 or more,32.28,33,2
Google Ads,Mobile,Undetermined,1101.18,1241,48
Google Ads,Tablet,18-24,136.49,3,2
Google Ads,Tablet,25-34,0,4,0
Google Ads,Tablet,35-44,0,3,0
Google Ads,Tablet,45-54,0,1,0
Google Ads,Tablet,Undetermined,0,4,0
Google Ads,Desktop,18-24,156.9,19,4
Google Ads,Desktop,25-34,101.96,33,2
Google Ads,Desktop,35-44,0,5,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,0,22,0
Google Ads,Mobile,18-24,1105.31,98,26
Google Ads,Mobile,25-34,587.92,91,12
Google Ads,Mobile,35-44,168.47,24,4
Google Ads,Mobile,45-54,40.15,7,2
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,65 or more,69.89,5,1
Google Ads,Mobile,Undetermined,318.25,116,8
Google Ads,Desktop,18-24,175.52,57,13
Google Ads,Desktop,25-34,784.75,228,44
Google Ads,Desktop,35-44,426.11,121,33
Google Ads,Desktop,45-54,165.33,36,5
Google Ads,Desktop,55-64,36.75,8,2
Google Ads,Desktop,65 or more,50.07,9,1
Google Ads,Desktop,Undetermined,380.54,160,19
Google Ads,Mobile,18-24,725.49,316,88
Google Ads,Mobile,25-34,1153.69,495,126
Google Ads,Mobile,35-44,193.48,118,25
Google Ads,Mobile,45-54,108.05,44,8
Google Ads,Mobile,55-64,0.34,18,1
Google Ads,Mobile,65 or more,62.19,30,8
Google Ads,Mobile,Undetermined,300.79,301,37
Google Ads,Tablet,25-34,0,1,0
Google Ads,Tablet,55-64,0,1,0
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,0,3,0
Google Ads,Desktop,25-34,1.15,4,1
Google Ads,Desktop,35-44,5.6,4,3
Google Ads,Desktop,55-64,15.35,1,1
Google Ads,Desktop,65 or more,3.36,2,1
Google Ads,Desktop,Undetermined,19.07,6,3
Google Ads,Mobile,18-24,23.63,16,4
Google Ads,Mobile,25-34,18.75,9,5
Google Ads,Mobile,35-44,2.96,3,1
Google Ads,Mobile,Undetermined,2.7,4,1
Google Ads,Desktop,18-24,657.58,35,7
Google Ads,Desktop,25-34,909.75,123,12
Google Ads,Desktop,35-44,471.21,40,4
Google Ads,Desktop,45-54,194.95,12,2
Google Ads,Desktop,55-64,0,9,0
Google Ads,Desktop,65 or more,43.59,6,1
Google Ads,Desktop,Undetermined,999.78,128,10
Google Ads,Mobile,18-24,675.28,161,18
Google Ads,Mobile,25-34,1075.25,332,32
Google Ads,Mobile,35-44,359.2,114,11
Google Ads,Mobile,45-54,104.97,35,4
Google Ads,Mobile,55-64,24.11,7,1
Google Ads,Mobile,65 or more,79.91,11,2
Google Ads,Mobile,Undetermined,404.17,294,13
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,277.71,7,2
Google Ads,Desktop,25-34,356.72,15,2
Google Ads,Desktop,35-44,0,6,0
Google Ads,Desktop,Undetermined,158.47,29,2
Google Ads,Mobile,18-24,162.13,30,4
Google Ads,Mobile,25-34,150.03,36,4
Google Ads,Mobile,35-44,30.29,11,1
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,165.1,46,5
Google Ads,Desktop,18-24,515.27,95,11
Google Ads,Desktop,25-34,1820.59,301,40
Google Ads,Desktop,35-44,830.56,133,16
Google Ads,Desktop,45-54,330.32,60,7
Google Ads,Desktop,55-64,0,19,0
Google Ads,Desktop,65 or more,208.28,27,4
Google Ads,Desktop,Undetermined,744.32,301,22
Google Ads,Mobile,18-24,2720.25,1108,108
Google Ads,Mobile,25-34,3023.91,1223,136
Google Ads,Mobile,35-44,993.53,452,51
Google Ads,Mobile,45-54,465.37,166,16
Google Ads,Mobile,55-64,145.74,36,6
Google Ads,Mobile,65 or more,146.39,55,6
Google Ads,Mobile,Undetermined,1251.97,1788,58
Google Ads,Tablet,25-34,0,1,0
Google Ads,Tablet,35-44,0,2,0
Google Ads,Tablet,45-54,0,1,0
Google Ads,Tablet,Undetermined,2.69,3,1
Google Ads,Desktop,18-24,374.59,63,7
Google Ads,Desktop,25-34,599.61,134,16
Google Ads,Desktop,35-44,287.44,50,6
Google Ads,Desktop,45-54,0,16,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,3,0
Google Ads,Desktop,Undetermined,805.56,162,16
Google Ads,Mobile,18-24,3193.63,356,63
Google Ads,Mobile,25-34,2974.88,330,57
Google Ads,Mobile,35-44,462.38,105,16
Google Ads,Mobile,45-54,70.3,24,2
Google Ads,Mobile,55-64,67.12,12,1
Google Ads,Mobile,65 or more,189.12,18,3
Google Ads,Mobile,Undetermined,1599.1,484,36
